Date,Open,High,Low,Close
2023-02-16,8825,8850,8700,8700
2023-02-17,8775,8850,8725,8725
2023-02-20,8725,8825,8700,8750
2023-02-21,8775,8800,8700,8700
2023-02-22,8700,8750,8625,8675
2023-02-23,8625,8750,8625,8725
2023-02-24,8775,8850,8675,8675
2023-02-27,8675,8775,8650,8775
2023-02-28,8775,8775,8675,8750
2023-03-01,8725,8750,8600,8600
2023-03-02,8600,8700,8600,8625
2023-03-03,8650,8675,8475,8475
2023-03-06,8550,8550,8400,8400
2023-03-07,8350,8475,8350,8425
2023-03-08,8400,8575,8400,8575
2023-03-09,8650,8650,8550,8575
2023-03-10,8500,8550,8450,8450
2023-03-13,8450,8625,8450,8550
2023-03-14,8425,8475,8325,8325
2023-03-15,8450,8475,8325,8325
2023-03-16,8300,8350,8250,8300
2023-03-17,8375,8450,8325,8375
2023-03-20,8400,8475,8375,8400
2023-03-21,8400,8500,8375,8500
2023-03-24,8700,8825,8625,8825
2023-03-27,8825,8825,8700,8700
2023-03-28,8800,8800,8675,8675
2023-03-29,8675,8800,8625,8800
2023-03-30,8900,8900,8800,8825
2023-03-31,8825,8850,8725,8750
2023-04-03,8825,8825,8750,8800
2023-04-04,8825,8825,8650,8775
2023-04-05,8775,8800,8725,8725
2023-04-06,8700,8775,8700,8750
2023-04-10,8725,8800,8700,8800
2023-04-11,8825,8825,8750,8825
2023-04-12,8900,8900,8825,8900
2023-04-13,8950,8950,8875,8925
2023-04-14,9000,9000,8950,9000
2023-04-17,9025,9050,8900,9025
2023-04-18,9050,9175,9025,9125
2023-04-26,9125,9200,9000,9200
2023-04-27,9100,9175,9075,9150
2023-04-28,9100,9125,9050,9050
2023-05-02,9100,9100,8900,9050
2023-05-03,9050,9050,8875,8925
2023-05-04,8925,9025,8875,9000
2023-05-05,9000,9050,8950,9000
2023-05-08,9000,9075,8950,9000
2023-05-09,8950,8975,8900,8925
2023-05-10,8925,8950,8900,8925
2023-05-11,8900,8900,8800,8825
2023-05-12,8750,8875,8725,8800
2023-05-15,8875,8875,8725,8775
2023-05-16,8800,8825,8700,8700
2023-05-17,8775,8850,8750,8775
2023-05-19,8900,9000,8825,9000
2023-05-22,9000,9075,8925,9000
2023-05-23,9050,9150,9025,9125
2023-05-24,9200,9200,9025,9025
2023-05-25,9100,9150,9050,9050
2023-05-26,9175,9200,9100,9150
2023-05-29,9250,9250,9075,9150
2023-05-30,9200,9325,9150,9250
2023-05-31,9300,9325,9050,9050
2023-06-05,9150,9325,9100,9200
2023-06-06,9050,9200,9050,9150
2023-06-07,9125,9175,9075,9100
2023-06-08,9075,9125,9075,9125
2023-06-09,9175,9175,9100,9100
2023-06-12,9150,9150,9100,9150
2023-06-13,9175,9175,9100,9150
2023-06-14,9100,9125,9050,9075
2023-06-15,9100,9100,9050,9050
2023-06-16,9100,9100,8975,9050
2023-06-19,9000,9050,9000,9000
2023-06-20,9025,9050,8950,9050
2023-06-21,9050,9125,9000,9125
2023-06-22,9125,9150,9050,9050
2023-06-23,9025,9150,9025,9050
2023-06-26,9025,9125,9025,9075
2023-06-27,9050,9150,9050,9150
2023-07-03,9025,9075,9025,9075
2023-07-04,9150,9150,9050,9050
2023-07-05,9050,9075,9025,9050
2023-07-06,9050,9100,9025,9075
2023-07-07,9025,9100,9025,9025
2023-07-10,9100,9100,9050,9050
2023-07-11,9100,9100,9025,9025
2023-07-12,9075,9175,9050,9175
2023-07-13,9200,9225,9125,9125
2023-07-14,9175,9200,9125,9200
2023-07-17,9200,9250,9175,9175
2023-07-18,9200,9250,9100,9150
2023-07-20,9200,9225,9125,9150
2023-07-21,9150,9175,9125,9150
2023-07-24,9200,9200,9100,9100
2023-07-25,9175,9300,9150,9150
2023-07-26,9175,9350,9125,9350
2023-07-27,9400,9400,9225,9225
2023-07-28,9200,9225,9125,9125
2023-07-31,9175,9200,9100,9125
2023-08-01,9175,9175,9100,9125
2023-08-02,9125,9200,9125,9200
2023-08-03,9150,9300,9150,9250
2023-08-04,9250,9275,9125,9150
2023-08-07,9150,9275,9150,9275
2023-08-08,9275,9300,9200,9200
2023-08-09,9275,9400,9250,9400
2023-08-10,9400,9425,9350,9400
2023-08-11,9425,9450,9375,9400
2023-08-14,9325,9350,9225,9350
2023-08-15,9325,9375,9300,9300
2023-08-16,9275,9325,9250,9300
2023-08-18,9250,9350,9250,9250
2023-08-21,9225,9250,9175,9175
2023-08-22,9150,9325,9150,9300
2023-08-23,9300,9325,9275,9300
2023-08-24,9250,9325,9200,9200
2023-08-25,9200,9275,9175,9275
2023-08-28,9250,9250,9200,9200
2023-08-29,9275,9300,9200,9250
2023-08-30,9300,9300,9200,9200
2023-08-31,9200,9225,9100,9175
2023-09-01,9200,9275,9175,9225
2023-09-04,9225,9275,9175,9225
2023-09-05,9250,9250,9200,9225
2023-09-06,9200,9250,9150,9150
2023-09-07,9125,9175,9100,9175
2023-09-08,9100,9150,9050,9125
2023-09-11,9075,9125,9075,9125
2023-09-12,9100,9125,9075,9100
2023-09-13,9050,9075,9000,9075
2023-09-14,9000,9125,9000,9100
2023-09-15,9050,9100,9000,9000
2023-09-18,9050,9075,9000,9000
2023-09-19,9000,9075,8975,9075
2023-09-20,9125,9175,9075,9150
2023-09-21,9125,9150,9075,9125
2023-09-22,9125,9150,9075,9075
2023-09-25,9075,9075,9000,9000
2023-09-26,9000,9025,8950,8950
2023-09-27,8900,9000,8875,8875
2023-09-29,8825,8900,8825,8825
2023-10-02,8900,9100,8875,9075
2023-10-03,9075,9200,9025,9200
2023-10-04,9200,9250,9125,9200
2023-10-05,9200,9200,9075,9075
2023-10-06,9100,9100,9025,9025
2023-10-09,9025,9125,9025,9050
2023-10-10,9000,9000,8925,8925
2023-10-11,8925,9025,8925,8925
2023-10-12,9000,9100,9000,9050
2023-10-13,9100,9125,9025,9075
2023-10-16,9125,9125,9050,9100
2023-10-17,9050,9075,8950,8950
2023-10-18,8925,8950,8850,8850
2023-10-19,8825,8850,8750,8750
2023-10-20,8725,9025,8725,8975
2023-10-23,8875,8925,8850,8850
2023-10-24,8775,8875,8775,8775
2023-10-25,8825,8925,8825,8875
2023-10-26,8925,8950,8725,8725
2023-10-27,8725,8800,8700,8700
2023-10-30,8700,8850,8700,8850
2023-10-31,8800,8825,8725,8750
2023-11-01,8750,8775,8600,8600
2023-11-02,8725,8900,8725,8850
2023-11-03,8925,8950,8850,8900
2023-11-06,8975,9050,8950,9050
2023-11-07,9000,9025,8900,8975
2023-11-08,8950,9000,8900,9000
2023-11-09,8900,9050,8900,9000
2023-11-10,8950,9000,8825,8825
2023-11-13,8875,8925,8850,8875
2023-11-14,8900,8950,8875,8925
2023-11-15,8975,9050,8950,9050
2023-11-16,9050,9075,8950,9075
2023-11-17,9025,9075,8975,9075
2023-11-20,8975,9025,8875,8875
2023-11-21,8825,8900,8775,8775
2023-11-22,8775,8875,8775,8875
2023-11-23,8850,8975,8850,8925
2023-11-24,8925,8975,8900,8925
2023-11-27,8900,8950,8875,8875
2023-11-28,8875,8950,8850,8875
2023-11-29,8900,8950,8900,8900
2023-11-30,8925,8975,8900,8975
2023-12-01,8925,8975,8900,8950
2023-12-04,8950,9025,8925,8925
2023-12-05,8950,8950,8825,8900
2023-12-06,8850,8950,8800,8800
2023-12-07,8750,8825,8725,8825
2023-12-08,8800,8850,8750,8750
2023-12-11,8675,8775,8675,8750
2023-12-12,8700,8750,8700,8700
2023-12-13,8700,8750,8675,8675
2023-12-14,8775,9050,8750,9050
2023-12-15,9125,9225,9075,9225
2023-12-18,9200,9225,9150,9200
2023-12-19,9125,9250,9125,9250
2023-12-20,9250,9300,9225,9300
2023-12-21,9300,9325,9250,9325
2023-12-22,9275,9350,9275,9325
2023-12-27,9375,9400,9325,9375
