Date,Open,High,Low,Close
2022-01-03,4120,4190,4090,4180
2022-01-04,4200,4210,4160,4160
2022-01-05,4180,4230,4130,4210
2022-01-06,4240,4240,4140,4160
2022-01-07,4170,4200,4150,4190
2022-01-10,4190,4210,4180,4180
2022-01-11,4180,4180,4130,4150
2022-01-12,4170,4180,4130,4160
2022-01-13,4180,4190,4170,4190
2022-01-14,4190,4210,4160,4180
2022-01-17,4200,4210,4180,4210
2022-01-18,4240,4240,4140,4190
2022-01-19,4210,4210,4130,4130
2022-01-20,4130,4160,4110,4130
2022-01-21,4130,4170,4110,4170
2022-01-24,4140,4160,4100,4120
2022-01-25,4100,4110,4000,4070
2022-01-26,4030,4100,4030,4090
2022-01-27,4070,4140,4060,4140
2022-01-28,4170,4170,4090,4140
2022-01-31,4170,4170,4070,4070
2022-02-02,4120,4120,4060,4070
2022-02-03,4180,4180,4130,4130
2022-02-04,4170,4210,4150,4210
2022-02-07,4240,4410,4220,4400
2022-02-08,4450,4550,4400,4440
2022-02-09,4400,4500,4380,4450
2022-02-10,4500,4500,4450,4470
2022-02-11,4420,4450,4380,4450
2022-02-14,4450,4450,4380,4410
2022-02-15,4440,4450,4390,4430
2022-02-16,4470,4470,4410,4420
2022-02-17,4390,4410,4340,4400
2022-02-18,4400,4440,4370,4430
2022-02-21,4460,4490,4440,4490
2022-02-22,4440,4470,4420,4430
2022-02-23,4520,4520,4460,4480
2022-02-24,4470,4470,4370,4390
2022-02-25,4450,4550,4410,4550
2022-03-01,4850,4860,4630,4630
2022-03-02,4680,4690,4550,4560
2022-03-04,4720,4730,4610,4670
2022-03-07,4580,4630,4520,4520
2022-03-08,4500,4560,4430,4430
2022-03-09,4530,4590,4500,4570
2022-03-10,4640,4640,4510,4570
2022-03-11,4400,4440,4370,4400
2022-03-14,4440,4540,4410,4520
2022-03-15,4550,4640,4530,4610
2022-03-16,4650,4660,4610,4650
2022-03-17,4690,4700,4610,4650
2022-03-18,4700,4700,4580,4580
2022-03-21,4600,4630,4560,4590
2022-03-22,4690,4710,4640,4640
2022-03-23,4680,4690,4620,4650
2022-03-24,4640,4730,4620,4730
2022-03-25,4760,4760,4650,4710
2022-03-28,4730,4740,4670,4730
2022-03-29,4750,4750,4670,4690
2022-03-30,4740,4740,4690,4710
2022-03-31,4700,4750,4660,4660
2022-04-01,4690,4730,4630,4730
2022-04-04,4730,4730,4660,4700
2022-04-05,4730,4740,4670,4700
2022-04-06,4690,4690,4600,4600
2022-04-07,4670,4670,4620,4630
2022-04-08,4630,4650,4600,4610
2022-04-11,4600,4620,4570,4570
2022-04-12,4550,4610,4550,4610
2022-04-13,4640,4640,4590,4610
2022-04-14,4600,4610,4530,4540
2022-04-18,4550,4580,4540,4550
2022-04-19,4550,4600,4540,4570
2022-04-20,4610,4870,4600,4850
2022-04-21,4850,4850,4760,4800
2022-04-22,4750,4850,4720,4750
2022-04-25,4700,4850,4670,4840
2022-04-26,4840,4980,4830,4940
2022-04-27,4900,4930,4850,4850
2022-04-28,4870,4930,4860,4870
2022-05-09,4750,4760,4530,4530
2022-05-10,4260,4530,4260,4530
2022-05-11,4550,4580,4480,4490
2022-05-12,4490,4490,4300,4320
2022-05-13,4250,4360,4250,4250
2022-05-17,4270,4520,4270,4450
2022-05-18,4500,4530,4430,4450
2022-05-19,4350,4460,4300,4440
2022-05-20,4440,4490,4410,4430
2022-05-23,4410,4440,4320,4330
2022-05-24,4320,4500,4320,4460
2022-05-25,4430,4450,4350,4350
2022-05-27,4500,4540,4440,4540
2022-05-30,4540,4540,4390,4430
2022-05-31,4470,4630,4450,4630
2022-06-02,4540,4600,4480,4480
2022-06-03,4530,4570,4510,4520
2022-06-06,4470,4510,4400,4430
2022-06-07,4460,4460,4400,4400
2022-06-08,4400,4470,4380,4470
2022-06-09,4500,4520,4480,4490
2022-06-10,4470,4470,4360,4400
2022-06-13,4260,4350,4260,4340
2022-06-14,4300,4410,4300,4360
2022-06-15,4360,4450,4360,4450
2022-06-16,4420,4530,4410,4430
2022-06-17,4370,4400,4350,4370
2022-06-20,4400,4410,4340,4400
2022-06-21,4430,4430,4380,4380
2022-06-22,4410,4410,4310,4320
2022-06-23,4300,4360,4300,4310
2022-06-24,4320,4350,4310,4340
2022-06-27,4310,4330,4270,4280
2022-06-28,4320,4330,4280,4300
2022-06-29,4280,4310,4180,4180
2022-06-30,4120,4220,4120,4150
2022-07-01,4150,4200,4110,4140
2022-07-04,4090,4120,3960,4040
2022-07-05,4040,4160,4040,4090
2022-07-06,4050,4100,4020,4080
2022-07-07,4040,4110,4040,4050
2022-07-08,4090,4200,4050,4200
2022-07-11,4150,4170,4100,4120
2022-07-12,4120,4140,4100,4110
2022-07-13,4110,4130,4030,4060
2022-07-14,4010,4090,4010,4070
2022-07-15,4060,4120,4050,4110
2022-07-18,4110,4140,4080,4140
2022-07-19,4150,4150,4110,4110
2022-07-20,4180,4300,4160,4300
2022-07-21,4300,4310,4230,4310
2022-07-22,4330,4330,4270,4270
2022-07-25,4250,4300,4250,4250
2022-07-26,4270,4350,4260,4330
2022-07-27,4380,4380,4300,4320
2022-07-28,4340,4400,4340,4360
2022-07-29,4390,4430,4340,4360
2022-08-01,4390,4410,4330,4360
2022-08-02,4360,4400,4300,4400
2022-08-03,4410,4420,4350,4380
2022-08-04,4380,4390,4350,4360
2022-08-05,4360,4400,4320,4360
2022-08-08,4360,4400,4340,4370
2022-08-09,4400,4470,4390,4410
2022-08-10,4350,4370,4300,4310
2022-08-11,4380,4410,4340,4350
2022-08-12,4340,4350,4320,4320
2022-08-15,4330,4350,4300,4300
2022-08-16,4350,4350,4270,4280
2022-08-18,4330,4340,4310,4330
2022-08-19,4340,4340,4300,4300
2022-08-22,4320,4330,4270,4270
2022-08-23,4260,4310,4260,4300
2022-08-24,4300,4330,4280,4290
2022-08-25,4280,4300,4270,4270
2022-08-26,4280,4290,4270,4270
2022-08-29,4250,4270,4220,4250
2022-08-30,4250,4300,4250,4260
2022-08-31,4250,4350,4240,4340
2022-09-01,4320,4390,4310,4390
2022-09-02,4410,4450,4380,4450
2022-09-05,4430,4600,4420,4590
2022-09-06,4670,4690,4550,4560
2022-09-07,4510,4550,4460,4460
2022-09-08,4480,4620,4480,4600
2022-09-09,4640,4640,4570,4610
2022-09-12,4610,4630,4560,4560
2022-09-13,4560,4640,4560,4580
2022-09-14,4520,4610,4510,4580
2022-09-15,4600,4700,4590,4610
2022-09-16,4610,4620,4500,4500
2022-09-19,4520,4600,4500,4570
2022-09-20,4570,4600,4490,4490
2022-09-21,4490,4550,4470,4550
2022-09-22,4500,4580,4500,4560
2022-09-23,4540,4560,4480,4480
2022-09-26,4480,4540,4410,4540
2022-09-27,4500,4550,4480,4530
2022-09-28,4510,4560,4480,4520
2022-09-29,4520,4540,4460,4480
2022-09-30,4450,4510,4410,4490
2022-10-03,4500,4550,4480,4530
2022-10-04,4560,4650,4560,4640
2022-10-05,4660,4660,4540,4540
2022-10-06,4540,4570,4510,4510
2022-10-07,4480,4490,4430,4440
2022-10-10,4420,4430,4340,4370
